"address","...1","date","block","lot","street_number","street_number_suffix","street_name","street_suffix","new_units_built","year","month","lat","lon"
"1 BEMIS ST , San Francisco, CA, USA",441681,"21/06/2018","6696","1",1,NA,"BEMIS","ST",1,"06",2018,"37.738184","-122.42878"
"1 COUNTRY CLUB DR , San Francisco, CA, USA",475298,"04/05/2017","7275","17",1,NA,"COUNTRY CLUB","DR",1,"05",2017,"37.7302983","-122.49445684767602"
"1 ENTERPRISE ST , San Francisco, CA, USA",357133,"27/12/2016","3572","18",1,NA,"ENTERPRISE","ST",1,"12",2016,"37.7649013","-122.41470710904407"
"1 ENTERPRISE ST , San Francisco, CA, USA",484713,"13/11/2015","3572","18",1,NA,"ENTERPRISE","ST",1,"11",2015,"37.7649013","-122.41470710904407"
"1 FRANKLIN ST , San Francisco, CA, USA",502659,"30/10/2015","837","3",1,NA,"FRANKLIN","ST",35,"10",2015,"37.7743924","-122.4209413"
"1 MCCORMICK ST , San Francisco, CA, USA",437378,"05/06/2017","185","48",1,NA,"MCCORMICK","ST",1,"06",2017,"37.794943450000005","-122.41917527028122"
"1 MCCORMICK ST , San Francisco, CA, USA",531661,"25/09/2017","185","48",1,NA,"MCCORMICK","ST",1,"09",2017,"37.794943450000005","-122.41917527028122"
"1 STANYAN ST , San Francisco, CA, USA",342423,"10/08/2017","1084","001B",1,NA,"STANYAN","ST",13,"08",2017,"37.781038949999996","-122.45652980422346"
"1 TOLEDO WY , San Francisco, CA, USA",491714,"08/11/2017","0486A","1",1,NA,"TOLEDO","WY",5,"11",2017,"37.8014371","-122.43771664768846"
"10 COSO AV , San Francisco, CA, USA",442537,"01/06/2018","5518","1",10,NA,"COSO","AV",2,"06",2018,"37.7464858","-122.41813773333334"
"10 HOFFMAN AV , San Francisco, CA, USA",371571,"24/02/2015","2776","4",10,NA,"HOFFMAN","AV",1,"02",2015,"37.75376705","-122.44111661346163"
"10 HOFFMAN AV , San Francisco, CA, USA",312731,"08/04/2015","2776","4",10,NA,"HOFFMAN","AV",1,"04",2015,"37.75376705","-122.44111661346163"
"10 KENNEDY PL , San Francisco, CA, USA",350526,"07/12/2015","4591C","221",10,NA,"KENNEDY","PL",8,"12",2015,"37.728163","-122.367674"
"10 LUNDYS LN , San Francisco, CA, USA",408812,"02/07/2015","5610","029A",10,NA,"LUNDYS","LN",1,"07",2015,"37.745634300000006","-122.41794354926154"
"10 LUNDYS LN , San Francisco, CA, USA",32713,"01/12/2011","5610","029A",10,NA,"LUNDYS","LN",1,"12",2011,"37.745634300000006","-122.41794354926154"
"10 SLOAT BLVD , San Francisco, CA, USA",364988,"07/12/2018","2541","10",10,NA,"SLOAT","BL",1,"12",2018,"37.735012","-122.472312"
"100 ALPINE TERR , San Francisco, CA, USA",417610,"05/07/2017","2609","66",100,NA,"ALPINE","TR",1,"07",2017,"37.7689157","-122.4377762"
"100 CLIFFORD TERR , San Francisco, CA, USA",272458,"25/05/2007","2617","15",100,NA,"CLIFFORD","TR",1,"05",2007,"37.76424685","-122.44447922205075"
"100 CLIFFORD TERR , San Francisco, CA, USA",267039,NA,"2617","15",100,NA,"CLIFFORD","TR",1,NA,NA,"37.76424685","-122.44447922205075"
"100 CLIFFORD TERR , San Francisco, CA, USA",245673,"14/07/2009","2617","15",100,NA,"CLIFFORD","TR",1,"07",2009,"37.76424685","-122.44447922205075"
"100 CLIFFORD TERR , San Francisco, CA, USA",254205,"02/06/2008","2617","15",100,NA,"CLIFFORD","TR",1,"06",2008,"37.76424685","-122.44447922205075"
"100 LAGUNA ST , San Francisco, CA, USA",535041,"11/09/2018","856","12",100,NA,"LAGUNA","ST",1,"09",2018,"37.7720343","-122.42521602368618"
"100 PUTNAM ST , San Francisco, CA, USA",447989,"20/03/2015","5699","1",100,NA,"PUTNAM","ST",1,"03",2015,"37.738051","-122.411085"
"100 TERRA VISTA AV , San Francisco, CA, USA",455963,"23/03/2017","1104","1",100,NA,"TERRA VISTA","AV",1,"03",2017,"37.78160975","-122.44381406732876"
"100 VAN NESS AV , San Francisco, CA, USA",119142,"27/03/2014","814","20",100,NA,"VAN NESS","AV",399,"03",2014,"37.776641850000004","-122.41918200395409"
"100 VAN NESS AV , San Francisco, CA, USA",471858,"19/05/2016","814","20",100,NA,"VAN NESS","AV",19,"05",2016,"37.776641850000004","-122.41918200395409"
"100 VAN NESS AV , San Francisco, CA, USA",47007,"31/12/2012","814","20",100,NA,"VAN NESS","AV",399,"12",2012,"37.776641850000004","-122.41918200395409"
"100 VAN NESS AV , San Francisco, CA, USA",472592,"25/05/2016","814","20",100,NA,"VAN NESS","AV",19,"05",2016,"37.776641850000004","-122.41918200395409"
"100 VAN NESS AV , San Francisco, CA, USA",451184,"22/03/2016","814","20",100,NA,"VAN NESS","AV",19,"03",2016,"37.776641850000004","-122.41918200395409"
"1000 MASON ST , San Francisco, CA, USA",271949,NA,"223","8",1000,NA,"MASON","ST",3,NA,NA,"37.792897","-122.410929"
"1000 MASON ST , San Francisco, CA, USA",310458,"28/09/2010","223","8",1000,NA,"MASON","ST",3,"09",2010,"37.792897","-122.410929"
"1000 MASON ST , San Francisco, CA, USA",123524,"23/05/2011","223","8",1000,NA,"MASON","ST",3,"05",2011,"37.792897","-122.410929"
"1000 MASON ST , San Francisco, CA, USA",94994,"10/06/2011","223","8",1000,NA,"MASON","ST",4,"06",2011,"37.792897","-122.410929"
"1000 MASONIC AV , San Francisco, CA, USA",331401,"04/08/2015","1222","25",1000,NA,"MASONIC","AV",1,"08",2015,"37.7719974","-122.4455298"
"1000 NEWHALL ST , San Francisco, CA, USA",154261,"07/10/2011","5290","51",1000,NA,"NEWHALL","ST",1,"10",2011,"37.738130299999995","-122.39025654314136"
"1000 POWELL ST , San Francisco, CA, USA",107210,"18/06/2014","211","15",1000,NA,"POWELL","ST",1,"06",2014,"37.794055","-122.409358"
"1001 17TH ST , San Francisco, CA, USA",410170,"24/07/2015","3987","9",1001,NA,"17TH","ST",26,"07",2015,"37.76505245","-122.39413065474504"
"1001 17TH ST , San Francisco, CA, USA",467434,"22/05/2015","3987","9",1001,NA,"17TH","ST",26,"05",2015,"37.76505245","-122.39413065474504"
"1001 CALIFORNIA ST , San Francisco, CA, USA",110597,"20/03/2012","254","80",1001,NA,"CALIFORNIA","ST",2,"03",2012,"37.791658","-122.411038"
"1001 CALIFORNIA ST , San Francisco, CA, USA",197241,"12/04/2010","254","80",1001,NA,"CALIFORNIA","ST",2,"04",2010,"37.791658","-122.411038"
"1001 CALIFORNIA ST , San Francisco, CA, USA",310607,"10/09/2010","254","80",1001,NA,"CALIFORNIA","ST",2,"09",2010,"37.791658","-122.411038"
"1001 GREENWICH ST , San Francisco, CA, USA",221680,"26/02/2008","93","1",1001,NA,"GREENWICH","ST",1,"02",2008,"37.80132","-122.416361"
"101 DUBOCE AV , San Francisco, CA, USA",100919,"05/06/2013","3533","1",101,NA,"DUBOCE","AV",2,"06",2013,"37.769777","-122.422512"
"101 LELAND AV , San Francisco, CA, USA",352405,"29/12/2015","6250","36",101,NA,"LELAND","AV",5,"12",2015,"37.711893333333336","-122.40576433333334"
"101 POLK ST , San Francisco, CA, USA",485626,"05/11/2015","811","31",101,NA,"POLK","ST",162,"11",2015,"37.77762","-122.418171"
"101 POLK ST , San Francisco, CA, USA",13058,"23/04/2014","811","31",101,NA,"POLK","ST",162,"04",2014,"37.77762","-122.418171"
"101 SANCHEZ ST , San Francisco, CA, USA",424113,"17/07/2018","3542","28",101,NA,"SANCHEZ","ST",3,"07",2018,"37.767458","-122.430822"
"101 SANCHEZ ST , San Francisco, CA, USA",441605,"21/06/2018","3542","28",101,NA,"SANCHEZ","ST",3,"06",2018,"37.767458","-122.430822"
"101 V POLK ST , San Francisco, CA, USA",118437,"19/03/2014","811","2",101,"V","POLK","ST",162,"03",2014,"37.77762","-122.418171"
"1011 HOWARD ST , San Francisco, CA, USA",404449,"09/01/2018","3731","117",1011,NA,"HOWARD","ST",31,"01",2018,"37.7794705","-122.4073515"
"1012 SCOTT ST , San Francisco, CA, USA",485108,"06/11/2015","753","11",1012,NA,"SCOTT","ST",1,"11",2015,"37.779526","-122.436823"
"1014 DIAMOND ST , San Francisco, CA, USA",492129,"22/11/2017","6545","3",1014,NA,"DIAMOND","ST",1,"11",2017,"37.749266","-122.436316"
"1014 GILMAN AV , San Francisco, CA, USA",341023,"15/08/2017","4937","18",1014,NA,"GILMAN","AV",1,"08",2017,"37.718519650000005","-122.38826325023007"
"1014 SCOTT ST , San Francisco, CA, USA",485109,"06/11/2015","753","11",1014,NA,"SCOTT","ST",1,"11",2015,"37.779526","-122.436823"
"1016 DIAMOND ST , San Francisco, CA, USA",492130,"22/11/2017","6545","3",1016,NA,"DIAMOND","ST",1,"11",2017,"37.749269","-122.436317"
"1016 LOMBARD ST , San Francisco, CA, USA",233950,"27/01/2009","68","8",1016,NA,"LOMBARD","ST",1,"01",2009,"37.8023162","-122.4184475"
"1017 BRUSSELS ST , San Francisco, CA, USA",515733,"25/10/2018","6171","35",1017,NA,"BRUSSELS","ST",1,"10",2018,"37.719746","-122.402248"
"1017 GREENWICH ST , San Francisco, CA, USA",221679,"26/02/2008","93","1",1017,NA,"GREENWICH","ST",1,"02",2008,"37.80132","-122.416361"
"1018 LOMBARD ST , San Francisco, CA, USA",233951,"27/01/2009","68","8",1018,NA,"LOMBARD","ST",1,"01",2009,"37.8023105","-122.4184925"
"102 BAKER ST , San Francisco, CA, USA",398424,"19/01/2017","1219","18",102,NA,"BAKER","ST",1,"01",2017,"37.7720208","-122.44026688918888"
"102 MIGUEL ST , San Francisco, CA, USA",441680,"21/06/2018","6696","1",102,NA,"MIGUEL","ST",1,"06",2018,"37.738193175323126","-122.42883901370938"
"1020 PIERCE ST , San Francisco, CA, USA",371892,"27/02/2015","754","12",1020,NA,"PIERCE","ST",2,"02",2015,"37.779503636363636","-122.43520654545455"
"1020 PIERCE ST , San Francisco, CA, USA",337609,"19/08/2016","754","12",1020,NA,"PIERCE","ST",2,"08",2016,"37.779503636363636","-122.43520654545455"
"1020 PIERCE ST , San Francisco, CA, USA",465936,"06/05/2015","754","12",1020,NA,"PIERCE","ST",2,"05",2015,"37.779503636363636","-122.43520654545455"
"1020 PLYMOUTH AV , San Francisco, CA, USA",341059,"01/08/2017","6981","27",1020,NA,"PLYMOUTH","AV",1,"08",2017,"37.72049","-122.455821"
"1022 PIERCE ST , San Francisco, CA, USA",371893,"27/02/2015","754","12",1022,NA,"PIERCE","ST",2,"02",2015,"37.779526","-122.435211"
"1022 PIERCE ST , San Francisco, CA, USA",337610,"19/08/2016","754","12",1022,NA,"PIERCE","ST",2,"08",2016,"37.779526","-122.435211"
"1022 PIERCE ST , San Francisco, CA, USA",465937,"06/05/2015","754","12",1022,NA,"PIERCE","ST",2,"05",2015,"37.779526","-122.435211"
"1022 RHODE ISLAND ST , San Francisco, CA, USA",100981,"03/06/2013","4158","2",1022,NA,"RHODE ISLAND","ST",1,"06",2013,"37.756774","-122.402115"
"1029 GEARY ST , San Francisco, CA, USA",341044,"24/08/2017","715","010A",1029,NA,"GEARY","ST",1,"08",2017,"37.785563","-122.420304"
"1029 PAGE ST , San Francisco, CA, USA",371240,"20/02/2015","1237","32",1029,NA,"PAGE","ST",1,"02",2015,"37.771925","-122.437769"
"1030 14TH ST , San Francisco, CA, USA",403258,"24/01/2018","2611","19",1030,NA,"14TH","ST",1,"01",2018,"37.767402","-122.4362305"
"1031 SANTIAGO ST , San Francisco, CA, USA",460884,"21/03/2018","2350","001C",1031,NA,"SANTIAGO","ST",1,"03",2018,"37.744687","-122.47848"
"1031 SCOTT ST , San Francisco, CA, USA",345776,"24/08/2018","1154","4",1031,NA,"SCOTT","ST",3,"08",2018,"37.779401","-122.437255"
"1032 14TH ST , San Francisco, CA, USA",403260,"24/01/2018","2611","19",1032,NA,"14TH","ST",1,"01",2018,"37.7673967","-122.4363432"
"1032 A 14TH ST , San Francisco, CA, USA",403259,"24/01/2018","2611","19",1032,"A","14TH","ST",1,"01",2018,"37.767367","-122.436331"
"1033 DE HARO ST , San Francisco, CA, USA",250957,"06/06/2007","4160","59",1033,NA,"DE HARO","ST",1,"06",2007,"37.7566688","-122.40059934334818"
"1033 SCOTT ST , San Francisco, CA, USA",345777,"24/08/2018","1154","4",1033,NA,"SCOTT","ST",3,"08",2018,"37.779401","-122.437255"
"1033 WASHINGTON ST , San Francisco, CA, USA",360085,"15/12/2017","212","38",1033,NA,"WASHINGTON","ST",1,"12",2017,"37.794499","-122.410325"
"1035 SCOTT ST , San Francisco, CA, USA",345778,"24/08/2018","1154","4",1035,NA,"SCOTT","ST",3,"08",2018,"37.779401","-122.437255"
"1035 WASHINGTON ST , San Francisco, CA, USA",360086,"15/12/2017","212","38",1035,NA,"WASHINGTON","ST",1,"12",2017,"37.794499","-122.410325"
"1036 POLK ST , San Francisco, CA, USA",336526,"10/08/2016","693","15",1036,NA,"POLK","ST",1,"08",2016,"37.786602","-122.41964"
"1036 POLK ST , San Francisco, CA, USA",336525,"10/08/2016","693","15",1036,NA,"POLK","ST",1,"08",2016,"37.786602","-122.41964"
"1036 POLK ST , San Francisco, CA, USA",393672,"29/01/2016","693","15",1036,NA,"POLK","ST",1,"01",2016,"37.786602","-122.41964"
"1036 POLK ST , San Francisco, CA, USA",394128,"29/01/2016","693","15",1036,NA,"POLK","ST",1,"01",2016,"37.786602","-122.41964"
"1037 SCOTT ST , San Francisco, CA, USA",345779,"24/08/2018","1154","4",1037,NA,"SCOTT","ST",3,"08",2018,"37.779401","-122.437255"
"1037 WASHINGTON ST , San Francisco, CA, USA",360087,"15/12/2017","212","38",1037,NA,"WASHINGTON","ST",1,"12",2017,"37.794499","-122.410325"
"1039 SCOTT ST , San Francisco, CA, USA",345780,"24/08/2018","1154","4",1039,NA,"SCOTT","ST",3,"08",2018,"37.779401","-122.437255"
"1039 WASHINGTON ST , San Francisco, CA, USA",360088,"15/12/2017","212","38",1039,NA,"WASHINGTON","ST",1,"12",2017,"37.794497","-122.410327"
"104 GUERRERO ST , San Francisco, CA, USA",515839,"12/10/2018","3534","2",104,NA,"GUERRERO","ST",3,"10",2018,"37.76955493333333","-122.42472366666667"
"104 GUERRERO ST , San Francisco, CA, USA",511139,"10/10/2017","3534","2",104,NA,"GUERRERO","ST",1,"10",2017,"37.76955493333333","-122.42472366666667"
"104 RALSTON ST , San Francisco, CA, USA",345774,"27/08/2018","7085","48",104,NA,"RALSTON","ST",1,"08",2018,"37.714474","-122.468673"
"1042 JACKSON ST , San Francisco, CA, USA",511809,"04/10/2017","181","13",1042,NA,"JACKSON","ST",1,"10",2017,"37.795459","-122.412286"
"1042 JACKSON ST , San Francisco, CA, USA",399532,"20/01/2017","181","13",1042,NA,"JACKSON","ST",1,"01",2017,"37.795459","-122.412286"
"1042 JACKSON ST , San Francisco, CA, USA",470354,"23/05/2016","181","13",1042,NA,"JACKSON","ST",1,"05",2016,"37.795459","-122.412286"
"1042 JACKSON ST , San Francisco, CA, USA",386190,"26/02/2018","181","13",1042,NA,"JACKSON","ST",1,"02",2018,"37.795459","-122.412286"
"1043 A MINNA ST , San Francisco, CA, USA",456366,"02/03/2017","3511","66",1043,"A","MINNA","ST",2,"03",2017,"37.77350742857143","-122.41688885714285"
"1043 MINNA ST , San Francisco, CA, USA",470814,"06/05/2016","3511","66",1043,NA,"MINNA","ST",2,"05",2016,"37.77350742857143","-122.41688885714285"
"1043 MINNA ST , San Francisco, CA, USA",408018,"15/07/2015","3511","66",1043,NA,"MINNA","ST",2,"07",2015,"37.77350742857143","-122.41688885714285"
"1044 JACKSON ST , San Francisco, CA, USA",470355,"23/05/2016","181","13",1044,NA,"JACKSON","ST",1,"05",2016,"37.795414","-122.41228"
"1044 JACKSON ST , San Francisco, CA, USA",386191,"26/02/2018","181","13",1044,NA,"JACKSON","ST",1,"02",2018,"37.795414","-122.41228"
"1044 JACKSON ST , San Francisco, CA, USA",399533,"20/01/2017","181","13",1044,NA,"JACKSON","ST",1,"01",2017,"37.795414","-122.41228"
"1046 JACKSON ST , San Francisco, CA, USA",470356,"23/05/2016","181","13",1046,NA,"JACKSON","ST",1,"05",2016,"37.795414","-122.41228"
"1046 JACKSON ST , San Francisco, CA, USA",419769,"28/07/2017","181","13",1046,NA,"JACKSON","ST",1,"07",2017,"37.795414","-122.41228"
"1048 UNION ST , San Francisco, CA, USA",461548,"01/03/2018","98","5",1048,NA,"UNION","ST",2,"03",2018,"37.799572870967744","-122.41677441935484"
"1048 UNION ST , San Francisco, CA, USA",341012,"29/08/2017","98","5",1048,NA,"UNION","ST",2,"08",2017,"37.799572870967744","-122.41677441935484"
"1048 UNION ST , San Francisco, CA, USA",532116,"22/09/2017","98","5",1048,NA,"UNION","ST",2,"09",2017,"37.799572870967744","-122.41677441935484"
"1049 HOWARD ST , San Francisco, CA, USA",242089,"01/07/2008","3731","74",1049,NA,"HOWARD","ST",25,"07",2008,"37.778576","-122.408218"
"1049 MINNA ST , San Francisco, CA, USA",408019,"15/07/2015","3511","66",1049,NA,"MINNA","ST",2,"07",2015,"37.77347148979592","-122.41692969387755"
"1050 LAKE ST , San Francisco, CA, USA",336240,"09/08/2016","1347","8",1050,NA,"LAKE","ST",1,"08",2016,"37.78649363265306","-122.47059375510204"
"1050 VALENCIA ST , San Francisco, CA, USA",457312,"10/03/2017","3617","8",1050,NA,"VALENCIA","ST",12,"03",2017,"37.755944","-122.421318"
"1050 VALENCIA ST , San Francisco, CA, USA",527122,"21/09/2016","3617","8",1050,NA,"VALENCIA","ST",15,"09",2016,"37.755944","-122.421318"
"1051 MISSISSIPPI ST , San Francisco, CA, USA",412835,"11/07/2016","4224","163",1051,NA,"MISSISSIPPI","ST",1,"07",2016,"37.753057","-122.393363"
"1051 POST ST , San Francisco, CA, USA",501362,"29/10/2015","693","22",1051,NA,"POST","ST",1,"10",2015,"37.786675","-122.419048"
"1051 POST ST , San Francisco, CA, USA",351515,"03/12/2015","693","22",1051,NA,"POST","ST",1,"12",2015,"37.786675","-122.419048"
"1053 A TENNESSEE ST , San Francisco, CA, USA",326605,"03/04/2018","4108","13",1053,"A","TENNESSEE","ST",1,"04",2018,"37.758667506172834","-122.38921704938271"
"1053 B TENNESSEE ST , San Francisco, CA, USA",326606,"03/04/2018","4108","13",1053,"B","TENNESSEE","ST",1,"04",2018,"37.7586429","-122.38914443097136"
"1058 VALENCIA ST , San Francisco, CA, USA",527123,"21/09/2016","3617","8",1058,NA,"VALENCIA","ST",15,"09",2016,"37.755944","-122.421318"
"106 LEESE ST , San Francisco, CA, USA",510898,"03/10/2017","5746","4",106,NA,"LEESE","ST",1,"10",2017,"37.735641","-122.423264"
"106 LEESE ST , San Francisco, CA, USA",424147,"18/07/2018","5746","4",106,NA,"LEESE","ST",1,"07",2018,"37.735641","-122.423264"
"106 LEESE ST , San Francisco, CA, USA",496816,"06/11/2018","5746","4",106,NA,"LEESE","ST",1,"11",2018,"37.735641","-122.423264"
"106 SHIELDS ST , San Francisco, CA, USA",442582,"08/06/2018","7009","019A",106,NA,"SHIELDS","ST",1,"06",2018,"37.718097","-122.46378"
"106 SHIELDS ST , San Francisco, CA, USA",480150,"15/05/2018","7009","019A",106,NA,"SHIELDS","ST",1,"05",2018,"37.718097","-122.46378"
"106 SUMMIT WY , San Francisco, CA, USA",43137,"12/12/2014","7331","30",106,NA,"SUMMIT","WY",2,"12",2014,"37.715474676015894","-122.47543179590349"
"1062 MISSISSIPPI ST , San Francisco, CA, USA",242496,"01/07/2008","4224","24",1062,NA,"MISSISSIPPI","ST",1,"07",2008,"37.7528726","-122.39393088831632"
"1062 MISSISSIPPI ST , San Francisco, CA, USA",208982,"25/08/2010","4224","24",1062,NA,"MISSISSIPPI","ST",1,"08",2010,"37.7528726","-122.39393088831632"
"1064 DOLORES ST , San Francisco, CA, USA",534834,"21/09/2018","3649","7",1064,NA,"DOLORES","ST",5,"09",2018,"37.7523795","-122.42560576363424"
"107 24TH AV , San Francisco, CA, USA",160328,"16/10/2013","1334","40",107,NA,"24TH","AV",1,"10",2013,"37.787178499999996","-122.48427000000001"
"107 24TH AV , San Francisco, CA, USA",160326,"16/10/2013","1334","40",107,NA,"24TH","AV",1,"10",2013,"37.787178499999996","-122.48427000000001"
"1075 LE CONTE AV , San Francisco, CA, USA",180571,"04/09/2013","5476","9",1075,NA,"LE CONTE","AV",73,"09",2013,"37.719070875","-122.39812212499999"
"1076 RHODE ISLAND ST , San Francisco, CA, USA",412821,"12/07/2016","4158","11",1076,NA,"RHODE ISLAND","ST",1,"07",2016,"37.756158","-122.402056"
"108 BOSWORTH ST , San Francisco, CA, USA",326624,"04/04/2018","6722","12",108,NA,"BOSWORTH","ST",2,"04",2018,"37.7337","-122.428125"
"108 BOSWORTH ST , San Francisco, CA, USA",365399,"07/12/2018","6722","12",108,NA,"BOSWORTH","ST",2,"12",2018,"37.7337","-122.428125"
"108 LEESE ST , San Francisco, CA, USA",424148,"18/07/2018","5746","4",108,NA,"LEESE","ST",1,"07",2018,"37.735641","-122.423264"
"108 LEESE ST , San Francisco, CA, USA",496817,"06/11/2018","5746","4",108,NA,"LEESE","ST",1,"11",2018,"37.735641","-122.423264"
"108 SEAL COVE TERR , San Francisco, CA, USA",85493,"09/07/2013","4991","631",108,NA,"SEAL COVE","TR",4,"07",2013,"37.711606","-122.394371"
"108 SUMMIT WY , San Francisco, CA, USA",43138,"12/12/2014","7331","30",108,NA,"SUMMIT","WY",2,"12",2014,"37.71547743089827","-122.47546663036651"
"1085 WASHINGTON ST , San Francisco, CA, USA",534881,"06/09/2018","212","27",1085,NA,"WASHINGTON","ST",4,"09",2018,"37.794368","-122.411142"
"109 17TH AV , San Francisco, CA, USA",403268,"09/01/2018","1377","2",109,NA,"17TH","AV",1,"01",2018,"37.7858811","-122.4767084"
"109 BUCHANAN ST , San Francisco, CA, USA",205115,"13/08/2009","869","9",109,NA,"BUCHANAN","ST",1,"08",2009,"37.7708648","-122.42708736527942"
"109 DUBOCE AV , San Francisco, CA, USA",100920,"05/06/2013","3533","1",109,NA,"DUBOCE","AV",2,"06",2013,"37.76976871428571","-122.42264657142857"
"109 SEAL COVE TERR , San Francisco, CA, USA",18961,"01/08/2012","4991","627",109,NA,"SEAL COVE","TR",6,"08",2012,"37.711802","-122.394481"
"1090 DOLORES ST , San Francisco, CA, USA",299428,"09/10/2009","3649","11",1090,NA,"DOLORES","ST",1,"10",2009,"37.7520383","-122.4254607"
"1090 DOLORES ST , San Francisco, CA, USA",244728,"17/07/2009","3649","11",1090,NA,"DOLORES","ST",1,"07",2009,"37.7520383","-122.4254607"
"11 WEST POINT RD , San Francisco, CA, USA",228196,"03/02/2011","4624","4",11,NA,"WEST POINT","RD",2,"02",2011,"37.736097","-122.380181"
"11 WEST POINT RD , San Francisco, CA, USA",110708,"20/03/2012","4624","4",11,NA,"WEST POINT","RD",11,"03",2012,"37.736097","-122.380181"
"110 LINDA ST , San Francisco, CA, USA",364980,"27/12/2018","3597","59",110,NA,"LINDA","ST",2,"12",2018,"37.759790307692306","-122.42296057692309"
"110 SEAL COVE TERR , San Francisco, CA, USA",85494,"09/07/2013","4991","631",110,NA,"SEAL COVE","TR",4,"07",2013,"37.711616","-122.394277"
"110 SUMMIT WY , San Francisco, CA, USA",371270,"20/02/2015","7331","153",110,NA,"SUMMIT","WY",2,"02",2015,"37.715480185780635","-122.47550146482952"
"110 TUCKER AV , San Francisco, CA, USA",470491,"27/05/2016","6201","4",110,NA,"TUCKER","AV",1,"05",2016,"37.71617245","-122.40611884141792"
"1101 PHELPS ST , San Francisco, CA, USA",515746,"23/10/2018","5297","27",1101,NA,"PHELPS","ST",4,"10",2018,"37.738455","-122.392398"
"1101 PHELPS ST , San Francisco, CA, USA",443855,"22/06/2018","5297","27",1101,NA,"PHELPS","ST",4,"06",2018,"37.738455","-122.392398"
"1103 PHELPS ST , San Francisco, CA, USA",515747,"23/10/2018","5297","27",1103,NA,"PHELPS","ST",4,"10",2018,"37.738446","-122.392406"
"1105 CASTRO ST , San Francisco, CA, USA",231001,"19/01/2007","3655","31",1105,NA,"CASTRO","ST",1,"01",2007,"37.752719","-122.434"
"1105 CASTRO ST , San Francisco, CA, USA",210828,"19/12/2007","3655","31",1105,NA,"CASTRO","ST",1,"12",2007,"37.752719","-122.434"
"1105 PHELPS ST , San Francisco, CA, USA",515748,"23/10/2018","5297","27",1105,NA,"PHELPS","ST",4,"10",2018,"37.738437000000005","-122.392414"
"1107 CASTRO ST , San Francisco, CA, USA",210827,"19/12/2007","3655","31",1107,NA,"CASTRO","ST",1,"12",2007,"37.752716","-122.434002"
"1107 PHELPS ST , San Francisco, CA, USA",515749,"23/10/2018","5297","27",1107,NA,"PHELPS","ST",4,"10",2018,"37.738428","-122.392422"
"1108 A LAKE ST , San Francisco, CA, USA",510905,"05/10/2017","1346","2",1108,"A","LAKE","ST",1,"10",2017,"37.78645789795919","-122.47133895918367"
"111 SEAL COVE TERR , San Francisco, CA, USA",18962,"01/08/2012","4991","627",111,NA,"SEAL COVE","TR",6,"08",2012,"37.711815","-122.394429"
"111 TRENTON ST , San Francisco, CA, USA",535658,"06/09/2018","179","32",111,NA,"TRENTON","ST",1,"09",2018,"37.79597975","-122.40927491104227"
"111 TRENTON ST , San Francisco, CA, USA",485908,"09/11/2015","179","32",111,NA,"TRENTON","ST",1,"11",2015,"37.79597975","-122.40927491104227"
"111 TRENTON ST , San Francisco, CA, USA",85338,"05/07/2013","179","32",111,NA,"TRENTON","ST",1,"07",2013,"37.79597975","-122.40927491104227"
"111 TRENTON ST , San Francisco, CA, USA",441594,"01/06/2018","179","32",111,NA,"TRENTON","ST",1,"06",2018,"37.79597975","-122.40927491104227"
"1110 SOUTH VAN NESS AV , San Francisco, CA, USA",312354,"03/04/2015","3637","3",1110,NA,"SOUTH VAN NESS","AV",1,"04",2015,"37.7552794","-122.4168793"
"1110 SOUTH VAN NESS AV , San Francisco, CA, USA",502602,"13/10/2015","3637","3",1110,NA,"SOUTH VAN NESS","AV",1,"10",2015,"37.7552794","-122.4168793"
"1110 YORK ST , San Francisco, CA, USA",457326,"10/03/2017","4209","2",1110,NA,"YORK","ST",1,"03",2017,"37.754051","-122.408435"
"1110 YORK ST , San Francisco, CA, USA",432010,"17/06/2016","4209","2",1110,NA,"YORK","ST",1,"06",2016,"37.754051","-122.408435"
"1110 YORK ST , San Francisco, CA, USA",379665,"01/02/2017","4209","2",1110,NA,"YORK","ST",1,"02",2017,"37.754051","-122.408435"
"1114 LAKE ST , San Francisco, CA, USA",497200,"05/11/2018","1346","2",1114,NA,"LAKE","ST",1,"11",2018,"37.78658","-122.471406"
"1115 POLK ST , San Francisco, CA, USA",516124,"29/10/2018","691","2",1115,NA,"POLK","ST",2,"10",2018,"37.787041","-122.4200765"
"1117 HOWARD ST , San Francisco, CA, USA",463199,"29/03/2018","3730","118",1117,NA,"HOWARD","ST",1,"03",2018,"37.777493","-122.409585"
"1117 HOWARD ST , San Francisco, CA, USA",379563,"08/02/2017","3730","118",1117,NA,"HOWARD","ST",1,"02",2017,"37.777493","-122.409585"
"1117 HOWARD ST , San Francisco, CA, USA",336106,"23/08/2016","3730","118",1117,NA,"HOWARD","ST",1,"08",2016,"37.777493","-122.409585"
"1117 OCEAN AV , San Francisco, CA, USA",432077,"14/06/2016","6944","55",1117,NA,"OCEAN","AV",1,"06",2016,"37.723397","-122.454531"
"112 12TH AV , San Francisco, CA, USA",398417,"20/01/2017","1371","39",112,NA,"12TH","AV",1,"01",2017,"37.7859177","-122.47086413664391"
"112 DIAMOND COVE TERR , San Francisco, CA, USA",18957,"01/08/2012","4991","607",112,NA,"DIAMOND COVE","TR",4,"08",2012,"37.712924","-122.394603"
